-0.309638	0.200123	
-0.309543	0.200341	
-0.309416	0.200634	
-0.309263	0.200983	
-0.309089	0.201376	
-0.3089	0.201805	
-0.308698	0.20226	
-0.308488	0.202737	
-0.30827	0.203231	
-0.308048	0.203738	
-0.307822	0.204257	
-0.307594	0.204784	
-0.307365	0.205318	
-0.307136	0.205859	
-0.306906	0.206406	
-0.306678	0.206957	
-0.30645	0.207512	
-0.306224	0.208071	
-0.305999	0.208634	
-0.305775	0.2092	
-0.305553	0.209769	
-0.305333	0.210341	
-0.305115	0.210917	
-0.304898	0.211495	
-0.304683	0.212076	
-0.30447	0.21266	
-0.304258	0.213247	
-0.304048	0.213837	
-0.303839	0.21443	
-0.303632	0.215025	
-0.303426	0.215624	
-0.303222	0.216225	
-0.303019	0.216829	
-0.302817	0.217436	
-0.302615	0.218046	
-0.302415	0.218659	
-0.302216	0.219275	
-0.302018	0.219894	
-0.301821	0.220516	
-0.301624	0.22114	
-0.301428	0.221768	
-0.301232	0.222398	
-0.301037	0.223032	
-0.300842	0.223668	
-0.300648	0.224307	
-0.300454	0.224949	
-0.300261	0.225593	
-0.300067	0.226241	
-0.299874	0.226891	
-0.299681	0.227544	
-0.299488	0.228199	
-0.299295	0.228857	
-0.299102	0.229518	
-0.298909	0.230181	
-0.298716	0.230847	
-0.298522	0.231515	
-0.298329	0.232185	
-0.298135	0.232858	
-0.297941	0.233533	
-0.297746	0.234209	
-0.297552	0.234888	
-0.297357	0.235569	
-0.297161	0.236252	
-0.296966	0.236936	
-0.296769	0.237622	
-0.296573	0.23831	
-0.296376	0.238999	
-0.296178	0.239689	
-0.29598	0.240381	
-0.295782	0.241074	
-0.295583	0.241767	
-0.295384	0.242461	
-0.295184	0.243157	
-0.294983	0.243852	
-0.294782	0.244548	
-0.294581	0.245245	
-0.294378	0.245941	
-0.294176	0.246638	
-0.293973	0.247334	
-0.293769	0.24803	
-0.293565	0.248726	
-0.293361	0.249421	
-0.293156	0.250115	
-0.29295	0.250809	
-0.292744	0.251501	
-0.292538	0.252193	
-0.292331	0.252883	
-0.292124	0.253572	
-0.291916	0.254259	
-0.291708	0.254945	
-0.291499	0.255628	
-0.29129	0.25631	
-0.291081	0.25699	
-0.290872	0.257668	
-0.290662	0.258343	
-0.290452	0.259016	
-0.290242	0.259687	
-0.290031	0.260355	
-0.289821	0.26102	
-0.28961	0.261683	
-0.289399	0.262343	
-0.289187	0.263	
-0.288976	0.263654	
-0.288765	0.264305	
-0.288553	0.264953	
-0.288342	0.265598	
-0.28813	0.26624	
-0.287918	0.266878	
-0.287707	0.267513	
-0.287495	0.268145	
-0.287284	0.268774	
-0.287072	0.2694	
-0.286861	0.270022	
-0.286649	0.270641	
-0.286438	0.271257	
-0.286227	0.271869	
-0.286017	0.272479	
-0.285806	0.273085	
-0.285595	0.273688	
-0.285385	0.274287	
-0.285175	0.274884	
-0.284965	0.275478	
-0.284756	0.276068	
-0.284547	0.276656	
-0.284338	0.277241	
-0.284129	0.277822	
-0.283921	0.278401	
-0.283713	0.278978	
-0.283505	0.279551	
-0.283298	0.280122	
-0.283091	0.280691	
-0.282884	0.281257	
-0.282678	0.281821	
-0.282472	0.282382	
-0.282266	0.282941	
-0.282061	0.283498	
-0.281857	0.284053	
-0.281652	0.284606	
-0.281448	0.285158	
-0.281245	0.285707	
-0.281042	0.286254	
-0.280839	0.2868	
-0.280637	0.287345	
-0.280435	0.287887	
-0.280233	0.288429	
-0.280032	0.288969	
-0.279831	0.289508	
-0.279631	0.290046	
-0.279431	0.290582	
-0.279231	0.291118	
-0.279032	0.291653	
-0.278834	0.292187	
-0.278635	0.29272	
-0.278437	0.293253	
-0.27824	0.293785	
-0.278043	0.294316	
-0.277846	0.294847	
-0.277649	0.295378	
-0.277453	0.295908	
-0.277257	0.296438	
-0.277062	0.296968	
-0.276867	0.297498	
-0.276672	0.298027	
-0.276478	0.298557	
-0.276284	0.299087	
-0.27609	0.299617	
-0.275897	0.300147	
-0.275703	0.300678	
-0.275511	0.301208	
-0.275318	0.301739	
-0.275126	0.302271	
-0.274934	0.302803	
-0.274742	0.303335	
-0.27455	0.303868	
-0.274359	0.304401	
-0.274168	0.304935	
-0.273977	0.30547	
-0.273786	0.306005	
-0.273596	0.306541	
-0.273406	0.307078	
-0.273216	0.307615	
-0.273026	0.308154	
-0.272836	0.308693	
-0.272647	0.309232	
-0.272457	0.309773	
-0.272268	0.310314	
-0.272079	0.310857	
-0.27189	0.3114	
-0.271701	0.311944	
-0.271512	0.312488	
-0.271324	0.313034	
-0.271135	0.313581	
-0.270947	0.314128	
-0.270758	0.314676	
-0.27057	0.315225	
-0.270382	0.315775	
-0.270194	0.316326	
-0.270005	0.316877	
-0.269817	0.317429	
-0.269629	0.317982	
-0.269441	0.318536	
-0.269253	0.319091	
-0.269065	0.319646	
-0.268877	0.320202	
-0.268689	0.320758	
-0.268501	0.321315	
-0.268312	0.321873	
-0.268124	0.322432	
-0.267936	0.322991	
-0.267748	0.32355	
-0.267559	0.32411	
-0.267371	0.32467	
-0.267182	0.325231	
-0.266994	0.325792	
-0.266805	0.326354	
-0.266616	0.326916	
-0.266427	0.327478	
-0.266238	0.328041	
-0.266049	0.328603	
-0.265859	0.329166	
-0.26567	0.329729	
-0.26548	0.330293	
-0.26529	0.330856	
-0.2651	0.331419	
-0.26491	0.331983	
-0.264719	0.332546	
-0.264528	0.33311	
-0.264337	0.333673	
-0.264146	0.334237	
-0.263955	0.3348	
-0.263763	0.335363	
-0.263571	0.335926	
-0.263379	0.336489	
-0.263186	0.337052	
-0.262993	0.337615	
-0.2628	0.338177	
-0.262606	0.338739	
-0.262413	0.339301	
-0.262218	0.339863	
-0.262024	0.340425	
-0.261829	0.340986	
-0.261634	0.341547	
-0.261438	0.342108	
-0.261242	0.342668	
-0.261045	0.343228	
-0.260848	0.343788	
-0.260651	0.344348	
-0.260453	0.344908	
-0.260255	0.345467	
-0.260056	0.346026	
-0.259857	0.346585	
-0.259657	0.347143	
-0.259457	0.347701	
-0.259256	0.34826	
-0.259054	0.348818	
-0.258852	0.349375	
-0.25865	0.349933	
-0.258447	0.350491	
-0.258243	0.351048	
-0.258039	0.351606	
-0.257834	0.352163	
-0.257629	0.35272	
-0.257423	0.353278	
-0.257216	0.353835	
-0.257009	0.354393	
-0.256801	0.35495	
-0.256592	0.355508	
-0.256383	0.356066	
-0.256173	0.356624	
-0.255962	0.357182	
-0.255751	0.357741	
-0.255538	0.3583	
-0.255325	0.358859	
-0.255112	0.359418	
-0.254897	0.359978	
-0.254682	0.360538	
-0.254466	0.361099	
-0.254249	0.36166	
-0.254031	0.362222	
-0.253813	0.362784	
-0.253593	0.363347	
-0.253373	0.36391	
-0.253152	0.364474	
-0.25293	0.365039	
-0.252707	0.365604	
-0.252483	0.366171	
-0.252259	0.366737	
-0.252033	0.367305	
-0.251807	0.367873	
-0.251579	0.368443	
-0.251351	0.369013	
-0.251121	0.369584	
-0.250891	0.370155	
-0.250659	0.370728	
-0.250427	0.371302	
-0.250193	0.371876	
-0.249959	0.372451	
-0.249723	0.373028	
-0.249486	0.373605	
-0.249248	0.374183	
-0.249009	0.374762	
-0.248769	0.375342	
-0.248528	0.375923	
-0.248286	0.376505	
-0.248042	0.377088	
-0.247797	0.377672	
-0.247551	0.378256	
-0.247304	0.378842	
-0.247055	0.379428	
-0.246805	0.380015	
-0.246554	0.380603	
-0.246302	0.381192	
-0.246048	0.381782	
-0.245792	0.382372	
-0.245536	0.382963	
-0.245278	0.383554	
-0.245018	0.384147	
-0.244757	0.384739	
-0.244494	0.385332	
-0.24423	0.385926	
-0.243965	0.38652	
-0.243697	0.387114	
-0.243428	0.387709	
-0.243158	0.388304	
-0.242885	0.388899	
-0.242611	0.389494	
-0.242335	0.390089	
-0.242057	0.390684	
-0.241778	0.391279	
-0.241496	0.391873	
-0.241213	0.392468	
-0.240928	0.393062	
-0.24064	0.393655	
-0.240351	0.394248	
-0.240059	0.394841	
-0.239765	0.395432	
-0.239469	0.396023	
-0.239171	0.396613	
-0.23887	0.397202	
-0.238567	0.39779	
-0.238262	0.398376	
-0.237954	0.398962	
-0.237643	0.399545	
-0.23733	0.400128	
-0.237015	0.400709	
-0.236696	0.401288	
-0.236375	0.401866	
-0.236051	0.402441	
-0.235724	0.403015	
-0.235394	0.403587	
-0.235062	0.404156	
-0.234726	0.404724	
-0.234387	0.405288	
-0.234044	0.405851	
-0.233699	0.406411	
-0.23335	0.406968	
-0.232998	0.407523	
-0.232642	0.408075	
-0.232283	0.408624	
-0.23192	0.40917	
-0.231553	0.409713	
-0.231183	0.410253	
-0.230809	0.41079	
-0.230431	0.411323	
-0.230049	0.411853	
-0.229663	0.41238	
-0.229273	0.412903	
-0.228879	0.413423	
-0.228481	0.413939	
-0.228078	0.414451	
-0.227671	0.414959	
-0.227259	0.415464	
-0.226844	0.415965	
-0.226423	0.416462	
-0.225998	0.416955	
-0.225568	0.417444	
-0.225134	0.417929	
-0.224695	0.418409	
-0.224251	0.418886	
-0.223802	0.419359	
-0.223348	0.419827	
-0.222889	0.420291	
-0.222425	0.42075	
-0.221955	0.421206	
-0.221481	0.421657	
-0.221001	0.422103	
-0.220516	0.422545	
-0.220026	0.422983	
-0.21953	0.423417	
-0.219028	0.423846	
-0.218522	0.42427	
-0.218009	0.42469	
-0.217491	0.425106	
-0.216968	0.425517	
-0.216439	0.425923	
-0.215904	0.426325	
-0.215363	0.426723	
-0.214816	0.427116	
-0.214264	0.427505	
-0.213706	0.427889	
-0.213142	0.428268	
-0.212572	0.428644	
-0.211997	0.429014	
-0.211415	0.429381	
-0.210827	0.429742	
-0.210234	0.4301	
-0.209634	0.430453	
-0.209029	0.430801	
-0.208417	0.431145	
-0.2078	0.431485	
-0.207176	0.43182	
-0.206547	0.432151	
-0.205911	0.432478	
-0.20527	0.4328	
-0.204623	0.433118	
-0.20397	0.433431	
-0.203311	0.433741	
-0.202646	0.434046	
-0.201975	0.434347	
-0.201298	0.434643	
-0.200616	0.434936	
-0.199927	0.435224	
-0.199233	0.435508	
-0.198534	0.435788	
-0.197829	0.436064	
-0.197118	0.436336	
-0.196401	0.436604	
-0.19568	0.436868	
-0.194952	0.437127	
-0.19422	0.437383	
-0.193482	0.437635	
-0.192739	0.437882	
-0.191991	0.438126	
-0.191237	0.438366	
-0.190479	0.438602	
-0.189716	0.438835	
-0.188948	0.439063	
-0.188175	0.439288	
-0.187397	0.439508	
-0.186615	0.439725	
-0.185829	0.439939	
-0.185038	0.440148	
-0.184243	0.440354	
-0.183443	0.440557	
-0.18264	0.440755	
-0.181832	0.440951	
-0.18102	0.441142	
-0.180205	0.44133	
-0.179386	0.441515	
-0.178563	0.441696	
-0.177737	0.441873	
-0.176907	0.442048	
-0.176074	0.442219	
-0.175238	0.442386	
-0.174398	0.44255	
-0.173556	0.442711	
-0.17271	0.442869	
-0.171862	0.443024	
-0.171011	0.443175	
-0.170157	0.443323	
-0.169301	0.443469	
-0.168442	0.443611	
-0.167581	0.44375	
-0.166718	0.443886	
-0.165852	0.44402	
-0.164985	0.44415	
-0.164115	0.444278	
-0.163243	0.444403	
-0.16237	0.444525	
-0.161495	0.444645	
-0.160618	0.444762	
-0.159739	0.444876	
-0.158859	0.444988	
-0.157978	0.445097	
-0.157095	0.445204	
-0.156211	0.445309	
-0.155325	0.445412	
-0.154439	0.445512	
-0.153551	0.44561	
-0.152662	0.445706	
-0.151773	0.4458	
-0.150883	0.445893	
-0.149992	0.445983	
-0.1491	0.446071	
-0.148207	0.446158	
-0.147314	0.446243	
-0.146421	0.446326	
-0.145527	0.446408	
-0.144633	0.446488	
-0.143738	0.446567	
-0.142844	0.446644	
-0.141949	0.44672	
-0.141054	0.446795	
-0.14016	0.446869	
-0.139265	0.446941	
-0.138371	0.447013	
-0.137477	0.447083	
-0.136583	0.447153	
-0.135689	0.447222	
-0.134797	0.447289	
-0.133904	0.447356	
-0.133013	0.447423	
-0.132122	0.447489	
-0.131232	0.447554	
-0.130342	0.447618	
-0.129454	0.447682	
-0.128567	0.447746	
-0.127681	0.447809	
-0.126796	0.447871	
-0.125913	0.447934	
-0.12503	0.447996	
-0.12415	0.448057	
-0.12327	0.448119	
-0.122393	0.44818	
-0.121517	0.448241	
-0.120642	0.448301	
-0.11977	0.448362	
-0.118899	0.448422	
-0.11803	0.448482	
-0.117163	0.448542	
-0.116299	0.448602	
-0.115436	0.448662	
-0.114575	0.448721	
-0.113717	0.448781	
-0.112861	0.44884	
-0.112007	0.448899	
-0.111155	0.448958	
-0.110306	0.449016	
-0.109459	0.449075	
-0.108615	0.449133	
-0.107773	0.449191	
-0.106934	0.449249	
-0.106097	0.449306	
-0.105262	0.449363	
-0.104431	0.44942	
-0.103601	0.449476	
-0.102775	0.449533	
